cemetery,firstworldwarcasualties,secondworldwarcasualties,totalcasualties,cemeterycountry,locality
STAPLEFORD (ST. ANDREW) CHURCHYARD,1,,1,United Kingdom,Cambridgeshire
STAPLEFORD (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Hertfordshire
STAPLEFORD ABBOTS (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Essex
"STAPLEFORD CEMETERY, CAMBRIDGESHIRE",2,4,6,United Kingdom,Cambridgeshire
"STAPLEFORD CEMETERY, NOTTINGHAMSHIRE",7,9,16,United Kingdom,Nottinghamshire
STAPLEGORDON OLD CHURCHYARD,1,,1,United Kingdom,Dumfriesshire
STAPLEGROVE (ST. JOHN) CHURCHYARD,4,2,6,United Kingdom,Somerset
STAPLEHURST (ALL SAINTS) CHURCHYARD,3,3,6,United Kingdom,Kent
STAR CITY CEMETERY,1,1,2,Canada,Saskatchewan
STARCROSS (ST. PAUL) CHURCHYARD,1,,1,United Kingdom,Devon
STARSTON (ST. MARGARET) CHURCHYARD,2,1,3,United Kingdom,Norfolk
STARTFORTH (HOLY TRINITY) CHURCHYARD,3,4,7,United Kingdom,Yorkshire
STASEGEM COMMUNAL CEMETERY,23,1,24,Belgium,West-Vlaanderen
STAUNTON (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Gloucestershire
STAUNTON-ON-WYE (ST. MARY) CHURCHYARD,2,1,3,United Kingdom,Herefordshire
STAVELEY (ST. JAMES) CHURCHYARD,3,3,6,United Kingdom,Westmorland
STAVELEY CEMETERY,11,14,25,United Kingdom,Derbyshire
STAVERN CHURCHYARD,6,,6,Norway,
STAVERTON (ST. PAUL) CHURCHYARD,1,,1,United Kingdom,Wiltshire
STAWELL (PLEASANT CREEK) CEMETERY,3,1,4,Australia,Victoria
STAWELL CHURCHYARD,1,,1,United Kingdom,Somerset
STAYNER CEMETERY,2,2,4,Canada,Ontario
STE-MARGUERITE-DU-LAC-MASSON CEMETERY,1,,1,Canada,Quebec
STE. AGATHE DES MONTS ROMAN CATHOLIC CEMETERY,2,,2,Canada,Quebec
STE. ANNE DE LA POCATIERE ROMAN CATHOLIC CEMETERY,1,,1,Canada,Quebec
STE. ANNE DE MADAWASKA ROMAN CATHOLIC CEMETERY,1,1,2,Canada,New Brunswick
STE. CATHERINE BRITISH CEMETERY,350,,350,France,Pas de Calais
STE. CATHERINE DE HATLEY ROMAN CATHOLIC CEMETERY,1,,1,Canada,Quebec
"STE. CROIX CEMETERY, NOVA SCOTIA",1,,1,Canada,Nova Scotia
"STE. CROIX COVE CEMETERY, ANNAPOLIS COUNTY",1,,1,Canada,Nova Scotia
"STE. EMILIE VALLEY CEMETERY, VILLERS-FAUCON",523,,523,France,Somme
STE. MARGUERITE CHURCHYARD,6,,6,France,Aisne
"STE. MARIE CEMETERY, LE HAVRE",1691,370,2063,France,Seine-Maritime
STE. MARIE DE BEAUCE ROMAN CATHOLIC CEMETERY,2,3,5,Canada,Quebec
STE. MARTINE ROMAN CATHOLIC CEMETERY,1,,1,Canada,Quebec
STE. MONIQUE DE NICOLET PARISH CEMETERY,1,,1,Canada,Quebec
STE. ROSALIE ROMAN CATHOLIC CEMETERY,1,,1,Canada,Quebec
STE. RUFFINE COMMUNAL CEMETERY,1,,1,France,Moselle
"STE. THERESE DE BLAINVILLE ROMAN CATHOLIC CEMETERY, QUEBEC",2,1,3,Canada,Quebec
STEBBING CONGREGATIONAL CHAPELYARD,1,,1,United Kingdom,Essex
STEDHAM (ST. JAMES) CHURCHYARD EXTENSION,1,,1,United Kingdom,Sussex
"STEENKAMPSPAN FARM CEMETERY, UPINGTON",1,,1,South Africa,Northern Cape
STEENKERKE BELGIAN MILITARY CEMETERY,30,,30,Belgium,West-Vlaanderen
STEENVORDE COMMUNAL CEMETERY,7,,7,France,Nord
STEENWERCK COMMUNAL CEMETERY,19,5,24,France,Nord
STEEP (ALL SAINTS) CHURCHYARD,6,,6,United Kingdom,Hampshire
STEEP LANE BAPTIST CHAPELYARD,2,,2,United Kingdom,Yorkshire
STEEPLE ASHTON (ST. MARY) CHURCHYARD,1,2,3,United Kingdom,Wiltshire
STEEPLE BARTON (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Oxfordshire
STEEPLE BUMPSTEAD (ST. MARY) CHURCH CEMETERY,3,1,4,United Kingdom,Essex
STEEPLE CLAYDON (ST. MICHAEL) CHURCHYARD,2,2,4,United Kingdom,Buckinghamshire
STEETLEY (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Derbyshire
STEETON-WITH-EASTBURN CEMETERY,1,,1,United Kingdom,Yorkshire
STEIGLITZ CEMETERY,1,,1,Australia,Victoria
STELLA (SS. MARY AND THOMAS) ROMAN CATHOLIC CHURCHYARD,1,,1,United Kingdom,Durham
STELLARTON (CHRIST CHURCH) CEMETERY,1,,1,Canada,Nova Scotia
STELLARTON (OUR LADY OF LOURDES) CEMETERY,1,1,2,Canada,Nova Scotia
STELLENBOSCH RHENISH CHURCH MISSION CEMETERY,1,1,2,South Africa,Western Cape
STENBJERG CHURCHYARD,1,,1,Denmark,
STENNESS PARISH CHURCHYARD,1,1,2,United Kingdom,Orkney
STENTON CEMETERY,2,,2,United Kingdom,East Lothian
STETCHWORTH (ST. PETER) CHURCHYARD EXTENSION,1,1,2,United Kingdom,Cambridgeshire
STETTLER (LAKE VIEW) CEMETERY,1,2,3,Canada,Alberta
STEVENAGE (ST. NICHOLAS) CHURCHYARD,11,4,15,United Kingdom,Hertfordshire
STEVENSTON (NEW STREET) CEMETERY,11,4,15,United Kingdom,Ayrshire
STEVENTON (ST. MICHAEL) CHURCHYARD,6,,6,United Kingdom,Berkshire
STEWARTON CEMETERY,2,5,7,United Kingdom,Ayrshire
STEWARTSTOWN ROMAN CATHOLIC CHURCHYARD,1,1,2,United Kingdom,County Tyrone
STEWIACKE (PINE GROVE) CEMETERY,1,1,2,Canada,Nova Scotia
STEWIACKE (TRINITY) CEMETERY,1,,1,Canada,Nova Scotia
STEWKLEY (ST. MICHAEL) CHURCHYARD,4,2,6,United Kingdom,Buckinghamshire
STEYNING (ST. ANDREW) CHURCHYARD,6,3,9,United Kingdom,Sussex
STIBBARD (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Norfolk
STICHILL PARISH CHURCHYARD,1,,1,United Kingdom,Roxburghshire
STICKFORD (ST. HELEN) CHURCHYARD,3,,3,United Kingdom,Lincolnshire
STICKNEY (HUNTER) CEMETERY,1,,1,Canada,New Brunswick
STICKNEY CEMETERY,1,,1,United Kingdom,Lincolnshire
STIFFORD CEMETERY,1,4,5,United Kingdom,Essex
STILLINGFLEET (ST. HELEN) CHURCHYARD AND EXTENSION,3,1,4,United Kingdom,Yorkshire
STILLINGTON (ST. NICHOLAS) CHURCHYARD,2,1,3,United Kingdom,Yorkshire
STILLWATER CEMETERY,1,,1,New Zealand,Grey District
STILTON CEMETERY,2,2,4,United Kingdom,Huntingdonshire
STIRLING (BALLENGEICH) CEMETERY,32,26,58,United Kingdom,Stirlingshire
STIRLING (MARS WARK) CEMETERY,39,9,48,United Kingdom,Stirlingshire
STIRLING DISTRICT CEMETERY,3,1,4,Australia,South Australia
STITHIANS (ST. STYTHIANS) CHURCHYARD EXTENSION,1,1,2,United Kingdom,Cornwall
STITHIANS METHODIST CHAPELYARD,1,1,2,United Kingdom,Cornwall
STOAK (ST. LAURENCE) CHURCHYARD,1,2,3,United Kingdom,Cheshire
STOCK (ALL SAINTS) CHURCHYARD,1,2,3,United Kingdom,Essex
STOCKBRIDGE CEMETERY,10,,10,United Kingdom,Hampshire
STOCKCROSS (ST. JOHN) CHURCHYARD,1,,1,United Kingdom,Berkshire
STOCKHOLM CEMETERY,1,,1,Canada,Saskatchewan
STOCKHOLM CONGREGATION MISSION CHURCH CEMETERY,1,,1,Canada,Saskatchewan
STOCKINGFORD (ST. PAUL) CHURCHYARD,1,,1,United Kingdom,Warwickshire
STOCKLAND (ST. MICHAEL) CHURCHYARD,2,1,3,United Kingdom,Devon
STOCKLEIGH ENGLISH (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Devon
STOCKLEIGH POMEROY (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Devon
STOCKPORT (ST. THOMAS) CHURCHYARD,1,,1,United Kingdom,Cheshire
STOCKPORT (WILLOW GROVE) CEMETERY,117,26,144,United Kingdom,Cheshire
STOCKPORT BOROUGH CEMETERY,93,70,163,United Kingdom,Cheshire
STOCKPORT CEMETERY,1,,1,Australia,South Australia
STOCKSBRIDGE UNITED REFORMED CHURCH,1,,1,United Kingdom,Yorkshire
STOCKTON (ST. CHAD) CHURCHYARD,2,,2,United Kingdom,Shropshire
STOCKTON (ST. JOHN THE BAPTIST) NEW CHURCHYARD,1,,1,United Kingdom,Wiltshire
STOCKTON (ST. MICHAEL) CHURCHYARD,1,,1,United Kingdom,Norfolk
STOCKTON CHURCH CEMETERY,1,,1,United Kingdom,Warwickshire
STOCKTON HEATH (ST. THOMAS) CHURCHYARD,17,14,31,United Kingdom,Cheshire
STOCKTON-ON-TEES (DURHAM ROAD) CEMETERY,54,45,99,United Kingdom,Durham
STOCKTON-ON-TEES (OXBRIDGE LANE) CEMETERY,40,38,78,United Kingdom,Durham
STOER CEMETERY,2,2,4,United Kingdom,Sutherland
STOGUMBER (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Somerset
STOGURSEY (ST. ANDREW) CHURCHYARD,1,1,2,United Kingdom,Somerset
STOKE (ST. MICHAEL) CHURCHYARD,1,22,23,United Kingdom,Warwickshire
STOKE ALBANY (ST. BOTOLPH) CHURCHYARD,1,1,2,United Kingdom,Northamptonshire
STOKE BRUERNE (ST. MARY) CHURCHYARD,1,1,2,United Kingdom,Northamptonshire
STOKE CANON (ST. MARY MAGDALENE) CHURCHYARD,4,,4,United Kingdom,Devon
STOKE CLIMSLAND (ALL SAINTS) CHURCHYARD EXTENSION,2,1,3,United Kingdom,Cornwall
STOKE D'ABERNON (ST. MARY) CHURCHYARD,1,1,2,United Kingdom,Surrey
STOKE GABRIEL (SS. MARY AND GABRIEL) CHURCHYARD,4,1,5,United Kingdom,Devon
STOKE GOLDINGTON (ST. PETER) CHURCHYARD,1,3,4,United Kingdom,Buckinghamshire
STOKE HOLY CROSS CHURCHYARD,1,,1,United Kingdom,Norfolk
STOKE LACY (SS. PETER AND PAUL) CHURCHYARD,3,1,4,United Kingdom,Herefordshire
STOKE MANDEVILLE (ST. MARY THE VIRGIN) CHURCHYARD,2,1,3,United Kingdom,Buckinghamshire
STOKE POGES (ST. GILES) CHURCHYARD,4,2,6,United Kingdom,Buckinghamshire
"STOKE ROCHFORD (SS. MARY AND ANDREW) CHURCHYARD, EASTON",2,,2,United Kingdom,Lincolnshire
STOKE ROW (ST. JOHN) CHURCHYARD,2,2,5,United Kingdom,Oxfordshire
STOKE ST. MICHAEL (ST. MICHAEL) CHURCHYARD,1,,1,United Kingdom,Somerset
STOKE-BY-NAYLAND (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Suffolk
STOKE-IN-TEIGNHEAD (ST. ANDREW) CHURCHYARD,1,2,3,United Kingdom,Devon
STOKE-ON-TRENT (BURSLEM) CEMETERY,70,60,130,United Kingdom,Staffordshire
STOKE-ON-TRENT (FENTON) CEMETERY,20,23,43,United Kingdom,Staffordshire
STOKE-ON-TRENT (HANLEY) CEMETERY,123,67,190,United Kingdom,Staffordshire
STOKE-ON-TRENT (HARTSHILL) CEMETERY,91,60,151,United Kingdom,Staffordshire
STOKE-ON-TRENT (LONGTON) CEMETERY,66,34,101,United Kingdom,Staffordshire
STOKE-ON-TRENT (SMALLTHORNE) CEMETERY,12,2,14,United Kingdom,Staffordshire
STOKE-ON-TRENT (TUNSTALL) CEMETERY,31,20,51,United Kingdom,Staffordshire
STOKE-SUB-HAMDON (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Somerset
STOKE-UPON-TERN (ST. PETER) CHURCH CEMETERY,8,28,43,United Kingdom,Shropshire
STOKENCHURCH (SS. PETER AND PAUL) CHURCH CEMETERY,2,7,9,United Kingdom,Buckinghamshire
STOKENHAM (ST. MICHAEL) CHURCHYARD,4,5,9,United Kingdom,Devon
STOKESAY (ST. JOHN THE BAPTIST) CHURCHYARD,1,,1,United Kingdom,Shropshire
STOKESBY (ST. ANDREW) CHURCHYARD,1,,1,United Kingdom,Norfolk
STOKESLEY (SS. PETER AND PAUL) CHURCHYARD EXTENSION,5,1,6,United Kingdom,Yorkshire
STONDON MASSEY (SS. PETER AND PAUL) CHURCHYARD,2,,2,United Kingdom,Essex
STONE (ALL SAINTS) CHURCHYARD,3,2,5,United Kingdom,Gloucestershire
STONE (ST. JOHN THE BAPTIST) CHURCHYARD,1,2,3,United Kingdom,Buckinghamshire
"STONE (ST. MARY) CHURCHYARD, KENT",1,,1,United Kingdom,Kent
"STONE (ST. MARY) CHURCHYARD, WORCESTERSHIRE",3,1,4,United Kingdom,Worcestershire
"STONE CEMETERY, DARTFORD",8,11,19,United Kingdom,Kent
"STONE CEMETERY, STAFFORDSHIRE",13,16,29,United Kingdom,Staffordshire
STONEFOLD (ST. JOHN) CHURCHYARD,7,2,9,United Kingdom,Lancashire
STONEGATE (ST. PETER) CHURCHYARD,2,2,4,United Kingdom,Sussex
STONEHOUSE (ST. CYR) CHURCHYARD,1,,1,United Kingdom,Gloucestershire
STONEHOUSE (ST. CYR) CHURCHYARD EXTENSION,4,7,11,United Kingdom,Gloucestershire
STONEHOUSE CEMETERY,4,4,8,United Kingdom,Lanarkshire
STONESBY (ST. PETER) CHURCHYARD,1,,1,United Kingdom,Leicestershire
STONEWALL CEMETERY,1,2,3,Canada,Manitoba
STONEY MIDDLETON (ST. MARTIN) CHURCH CEMETERY,1,1,2,United Kingdom,Derbyshire
STONEY STANTON (ST. MICHAEL) CHURCHYARD,4,,4,United Kingdom,Leicestershire
STONEYKIRK PARISH CHURCHYARD,4,,4,United Kingdom,Wigtownshire
STONHAM ASPALL (SS. MARY AND LAMBERT) CHURCHYARD,1,,1,United Kingdom,Suffolk
STONNALL (ST. PETER) CHURCHYARD,1,,1,United Kingdom,Staffordshire
STONY HILL OTTO CEMETERY,1,,1,Canada,Manitoba
STONY STRATFORD (CALVERTON ROAD) CEMETERY,2,2,4,United Kingdom,Buckinghamshire
STONYHURST COLLEGE BURIAL GROUND,1,,1,United Kingdom,Lancashire
STOPHAM (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Sussex
STOPSLEY (ST. THOMAS) CHURCHYARD,3,6,9,United Kingdom,Bedfordshire
STORMONT CEMETERY,1,,1,Canada,Nova Scotia
STORNOWAY CEMETERY,1,,1,Canada,Saskatchewan
STORRIDGE (ST. JOHN THE EVANGELIST) CHURCHYARD,1,,1,United Kingdom,Herefordshire
STORRINGTON (ST. MARY) CHURCHYARD,4,4,8,United Kingdom,Sussex
STOTFOLD CEMETERY,2,3,5,United Kingdom,Bedfordshire
STOTTESDON (ST. MARY) CHURCHYARD,3,,3,United Kingdom,Shropshire
STOUGHTON (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Sussex
STOUGHTON CEMETERY,1,,1,Canada,Saskatchewan
STOULTON (ST. EDMUND) CHURCHYARD,1,,1,United Kingdom,Worcestershire
STOURBRIDGE (LYE AND WOLLESCOTE) CEMETERY,15,10,25,United Kingdom,Worcestershire
STOURBRIDGE CEMETERY,47,20,68,United Kingdom,Worcestershire
STOURBRIDGE ROMAN CATHOLIC CEMETERY,1,3,4,United Kingdom,Worcestershire
STOURMOUTH (ALL SAINTS) CHURCHYARD,2,,2,United Kingdom,Kent
STOW BEDON (ST. BOTOLPH) CHURCHYARD,1,,1,United Kingdom,Norfolk
STOW BRIDGE (ST. PETER) CHURCHYARD,1,2,3,United Kingdom,Norfolk
STOW CEMETERY,1,1,2,United Kingdom,Midlothian
STOW LONGA (ST. BOTOLPH) CHURCHYARD,1,,1,United Kingdom,Huntingdonshire
STOW MARIES (SS. MARY AND MARGARET) CHURCHYARD,4,1,5,United Kingdom,Essex
STOW-ON-THE-WOLD CEMETERY,6,,6,United Kingdom,Gloucestershire
STOWE-BY-CHARTLEY (ST. JOHN THE BAPTIST) CHURCHYARD,1,,1,United Kingdom,Staffordshire
STOWE-NINE-CHURCHES (ST. JAMES THE GREAT) CHURCHYARD,1,,1,United Kingdom,Northamptonshire
STOWFORD (ST. JOHN) CHURCHYARD,1,,1,United Kingdom,Devon
STOWMARKET CEMETERY,9,10,19,United Kingdom,Suffolk
STOWUPLAND CEMETERY,1,1,2,United Kingdom,Suffolk
STRABANE CEMETERY,3,6,9,United Kingdom,County Tyrone
STRABUWA'S KRAAL,1,,1,Zimbabwe,
"STRADBALLY CHURCH OF IRELAND CHURCHYARD, COUNTY WATERFORD",2,,2,"Ireland, Republic of",County Waterford
STRADE (OLD ABBEY) CEMETERY,1,,1,"Ireland, Republic of",County Mayo
STRADELLA COMMUNAL CEMETERY,1,,1,Italy,
STRADISHALL (ST. MARGARET) CHURCHYARD,1,5,6,United Kingdom,Suffolk
STRADSETT (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Norfolk
STRAMSHALL (ST. MICHAEL) CHURCHYARD,1,,1,United Kingdom,Staffordshire
STRAND MILITARY CEMETERY,1154,8,1162,Belgium,Hainaut
STRANORLAR (ST. ANNE) CHURCH OF IRELAND CHURCHYARD,1,1,2,"Ireland, Republic of",County Donegal
STRANRAER (GLEBE) CEMETERY,9,46,55,United Kingdom,Wigtownshire
STRANRAER (SHEUCHAN) CEMETERY,6,,6,United Kingdom,Wigtownshire
STRATA FLORIDA (ST. MARY) CHURCHYARD,2,1,3,United Kingdom,Cardiganshire
STRATFIELD MORTIMER (ST. MARY) CHURCHYARD,3,2,5,United Kingdom,Berkshire
STRATFIELDSAYE (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Hampshire
STRATFORD (AVONDALE) CEMETERY,24,20,44,Canada,Ontario
STRATFORD (KOPUATAMA) CEMETERY,7,7,14,New Zealand,Stratford District
STRATFORD (ST. MICHAEL'S) CEMETERY,1,,1,United States of America,Connecticut
STRATFORD ST. MARY (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Suffolk
STRATFORD TONEY (ST. MARY) CHURCHYARD,1,1,2,United Kingdom,Wiltshire
STRATFORD-ON-AVON (ST. GREGORY THE GREAT) ROMAN CATHOLIC CHURCHYARD,1,,1,United Kingdom,Warwickshire
STRATFORD-ON-AVON CEMETERY,22,151,173,United Kingdom,Warwickshire
STRATFORD-SUB-CASTLE (ST. LAWRENCE) CHURCHYARD,47,2,52,United Kingdom,Wiltshire
STRATHALBYN CEMETERY,2,,2,Australia,South Australia
STRATHAVEN CEMETERY,10,1,11,United Kingdom,Lanarkshire
STRATHBLANE PARISH CHURCHYARD,3,3,6,United Kingdom,Stirlingshire
STRATHCLAIR CEMETERY,1,,1,Canada,Manitoba
"STRATHDARR STATION CEMETERY, LONGREACH",1,,1,Australia,Queensland
STRATHDON PARISH CHURCHYARD,3,,3,United Kingdom,Aberdeenshire
STRATHFILLAN NEW BURIAL GROUND,1,,1,United Kingdom,Perthshire
STRATHMIGLO PARISH CHURCHYARD,1,3,4,United Kingdom,Fifeshire
STRATHROY CEMETERY,7,3,10,Canada,Ontario
STRATHROY ROMAN CATHOLIC CEMETERY,1,,1,Canada,Ontario
"STRATHY BURIAL GROUND, FARR",4,3,7,United Kingdom,Sutherland
STRATTON (ST. ANDREW) CHURCHYARD,3,4,7,United Kingdom,Cornwall
STRATTON (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Dorset
STRATTON ST. MARGARET (ST. MARGARET OF ANTIOCH) CHURCHYARD,1,,1,United Kingdom,Wiltshire
STRATTON ST. MARGARET (UPPER STRATTON) CEMETERY,1,2,3,United Kingdom,Wiltshire
STRATTON ST. MARY CHURCHYARD,1,2,3,United Kingdom,Norfolk
STRATTON ST. MICHAEL CHURCHYARD,2,,2,United Kingdom,Norfolk
STRATTON STRAWLESS (ST. MARGARET) CHURCHYARD,1,,1,United Kingdom,Norfolk
STREATHAM CEMETERY,216,167,384,United Kingdom,London
STREATHAM PARK CEMETERY,117,289,406,United Kingdom,Surrey
STREET (HOLY TRINITY) CHURCHYARD,2,,2,United Kingdom,Somerset
STREET CEMETERY,4,2,6,United Kingdom,Somerset
STREETSVILLE CEMETERY,1,,1,Canada,Ontario
STRELLEY (ALL SAINTS) CHURCHYARD,4,,4,United Kingdom,Nottinghamshire
STRENSALL (ST. MARY) CHURCHYARD,4,2,6,United Kingdom,Yorkshire
STRETE (ST. MICHAEL) CHURCHYARD,2,1,3,United Kingdom,Devon
STRETFORD (ST. MATTHEW) CHURCHYARD,1,1,2,United Kingdom,Lancashire
STRETFORD CEMETERY,35,42,78,United Kingdom,Lancashire
STRETTON (ST. MATTHEW) CHURCHYARD,3,1,4,United Kingdom,Cheshire
STRETTON-CUM-WETMOOR (ST. MARY) CHURCHYARD,2,4,6,United Kingdom,Staffordshire
STRETTON-ON-DUNSMORE (ALL SAINTS) CHURCHYARD,2,,2,United Kingdom,Warwickshire
STRICHEN PARISH CHURCHYARD,3,3,6,United Kingdom,Aberdeenshire
"STROMA CEMETERY, CAITHNESS",1,,1,United Kingdom,Caithness-shire
STROMNESS CEMETERY,2,2,4,United Kingdom,Orkney
"STRONG TOWNSHIP CEMETERY, SUNDRIDGE",2,,2,Canada,Ontario
STRONSAY PARISH CHURCHYARD,2,,2,United Kingdom,Orkney
STRONTIAN PARISH CHURCHYARD,1,1,2,United Kingdom,Argyllshire
STROUD (ST. JAMES) CEMETERY,1,,1,Canada,Ontario
STROUD OLD CEMETERY,13,4,17,United Kingdom,Gloucestershire
STRUMA MILITARY CEMETERY,955,,955,Greece,
STRUY OLD BURIAL GROUND,1,,1,United Kingdom,Inverness-shire
STUART MILL CEMETERY,1,,1,Australia,Victoria
STUBBINGS (ST. JAMES THE LESS) CHURCHYARD,1,2,3,United Kingdom,Berkshire
STUBBINS CONGREGATIONAL CHAPELYARD,1,1,2,United Kingdom,Lancashire
STUBTON (ST. MARTIN) CHURCHYARD,1,,1,United Kingdom,Lincolnshire
STUCKTON CONGREGATIONAL CHAPELYARD,1,,1,United Kingdom,Hampshire
STUDLEY (ST. MARY) CHURCHYARD,5,2,7,United Kingdom,Warwickshire
STUDLEY (ST. MARY) ROMAN CATHOLIC CHURCHYARD AND EXTENSION,2,2,4,United Kingdom,Warwickshire
"STUMP ROAD CEMETERY, GRANDCOURT",263,,263,France,Somme
STUMPHALL SIX NATIONS CEMETERY,1,,1,Canada,Ontario
STURGEON (ST. PAUL'S) CEMETERY,2,,2,Canada,Prince Edward Island
STURGEON FALLS ROMAN CATHOLIC CEMETERY,1,,1,Canada,Ontario
STURMER (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Essex
STURMINSTER MARSHALL (ST. MARY) CHURCHYARD,6,2,8,United Kingdom,Dorset
STURMINSTER NEWTON CEMETERY,3,2,5,United Kingdom,Dorset
STURRY (ST. NICHOLAS) CHURCHYARD,1,,1,United Kingdom,Kent
STURTON-LE-STEEPLE (SS. PETER AND PAUL) CHURCHYARD,2,1,3,United Kingdom,Nottinghamshire
STUTTON (ST. PETER) CHURCHYARD,2,,2,United Kingdom,Suffolk
"SUCRERIE BRITISH CEMETERY, GRAINCOURT-LES-HAVRINCOURT",56,,56,France,Pas de Calais
"SUCRERIE CEMETERY, ABLAIN-ST. NAZAIRE",384,,384,France,Pas de Calais
"SUCRERIE CEMETERY, EPINOY",100,,100,France,Pas de Calais
"SUCRERIE MILITARY CEMETERY, COLINCAMPS",1111,,1111,France,Somme
SUDA BAY WAR CEMETERY,18,1509,1564,Greece,
SUDBOROUGH (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Northamptonshire
SUDBOURNE (ALL SAINTS) CHURCHYARD,2,1,3,United Kingdom,Suffolk
SUDBURY (EYRE) CEMETERY,6,,6,Canada,Ontario
SUDBURY ANGLICAN CEMETERY,1,,1,Canada,Ontario
SUDBURY CEMETERY,15,11,26,United Kingdom,Suffolk
SUDBURY LA SALLE CEMETERY,2,14,16,Canada,Ontario
"SUDDIE OLD CHURCHYARD, KNOCKBAIN",1,,1,United Kingdom,Ross and Cromarty
SUEZ WAR MEMORIAL CEMETERY,519,386,947,Egypt,
SUFFIELD (ST. MARGARET) CHURCHYARD,1,1,2,United Kingdom,Norfolk
"SUFFOLK CEMETERY, LA ROLANDERIE FARM, ERQUINGHEM-LYS",43,,43,France,Nord
"SUFFOLK CEMETERY, VIERSTRAAT",47,,47,Belgium,West-Vlaanderen
SUIPPES FRENCH NATIONAL CEMETERY,1,,1,France,Marne
SULGRAVE (ST. JAMES) CHURCHYARD,1,1,2,United Kingdom,Northamptonshire
SULHAMSTEAD ABBOTS (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Berkshire
SULLUM CEMETERY,1,1,2,United Kingdom,Shetland
SULLY (ST. JOHN THE BAPTIST) CHURCHYARD,1,1,2,United Kingdom,Glamorganshire
SUMMERBERRY CEMETERY,2,1,3,Canada,Saskatchewan
SUMMERLAND (ST. STEPHEN'S) ANGLICAN CEMETERY,1,3,4,Canada,British Columbia
SUMMERSEAT (ROWLANDS) METHODIST CHURCHYARD,2,1,3,United Kingdom,Lancashire
SUMMERSIDE (ST. PAUL'S) CEMETERY,4,2,6,Canada,Prince Edward Island
SUMMERSIDE PEOPLE'S CEMETERY,4,8,12,Canada,Prince Edward Island
"SUMMIT TRENCH CEMETERY, CROISILLES",74,,74,France,Pas de Calais
"SUN QUARRY CEMETERY, CHERISY",191,,191,France,Pas de Calais
SUNBURY NEW CEMETERY,17,18,35,United Kingdom,Middlesex
SUNDERLAND (BISHOPWEARMOUTH) CEMETERY,237,157,426,United Kingdom,Durham
SUNDERLAND (MERE KNOLLS) CEMETERY,104,77,182,United Kingdom,Durham
SUNDERLAND (RYHOPE ROAD) CEMETERY,88,69,158,United Kingdom,Durham
SUNDERLAND (SOUTHWICK) CEMETERY,27,24,51,United Kingdom,Durham
SUNDERLAND BRIDGE (CROXDALE) CEMETERY,2,1,3,United Kingdom,Durham
"SUNDERLAND CEMETERY, ONTARIO COUNTY",2,1,3,Canada,Ontario
SUNDRIDGE (ST. MARY) CHURCHYARD,1,1,2,United Kingdom,Kent
"SUNKEN ROAD CEMETERY, BOISLEUX-ST. MARC",420,,420,France,Pas de Calais
"SUNKEN ROAD CEMETERY, CONTALMAISON",214,,214,France,Somme
"SUNKEN ROAD CEMETERY, FAMPOUX",196,,196,France,Pas de Calais
"SUNKEN ROAD CEMETERY, VILLERS-PLOUICH",51,,51,France,Nord
SUNNINGDALE (HOLY TRINITY) CHURCHYARD,5,8,13,United Kingdom,Berkshire
SUNNINGDALE (UNITED REFORMED) CHURCHYARD,1,,1,United Kingdom,Berkshire
SUNNINGHILL (ST. MICHAEL) CHURCHYARD EXTENSION,3,6,9,United Kingdom,Berkshire
SUPT CHURCHYARD,8,,8,France,Jura
SURBITON CEMETERY,11,52,65,United Kingdom,Surrey
SURLINGHAM (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Norfolk
SURREY (CHRIST CHURCH) ANGLICAN CEMETERY,1,,1,Canada,British Columbia
"SUSSEX (KIRK HILL) CEMETERY, KING'S COUNTY",1,4,5,Canada,New Brunswick
"SUSSEX (ROACHVILLE) CEMETERY, KING'S COUNTY",1,,1,Canada,New Brunswick
"SUSSEX (WARD'S CREEK) ROMAN CATHOLIC CEMETERY, KING'S COUNTY",2,,2,Canada,New Brunswick
"SUSSEX CORNER HOLY TRINITY ANGLICAN CEMETERY, KING'S COUNTY",2,2,4,Canada,New Brunswick
SUTTERTON CEMETERY,2,,2,United Kingdom,Lincolnshire
